system:index,Area_km2,District,Grid_ID,mean,.geo
"00010000000000001803_1867,602",20.113434569303458,Deoria,GRID_000001,25.815775223175056,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9335000.0,3010000.0],[9340000.0,3010000.0],[9340000.0,3015000.0],[9335000.0,3015000.0],[9335000.0,3010000.0]]]}"
"00010000000000001803_1868,602",20.113434569302623,Deoria,GRID_000002,25.815495371442353,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9340000.0,3010000.0],[9345000.0,3010000.0],[9345000.0,3015000.0],[9340000.0,3015000.0],[9340000.0,3010000.0]]]}"
"00010000000000001803_1869,602",20.11343456930915,Deoria,GRID_000003,25.815495371442353,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9345000.0,3010000.0],[9350000.0,3010000.0],[9350000.0,3015000.0],[9345000.0,3015000.0],[9345000.0,3010000.0]]]}"
"00010000000000001803_1870,602",20.113434569309362,Deoria,GRID_000004,25.796341893680165,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9350000.0,3010000.0],[9355000.0,3010000.0],[9355000.0,3015000.0],[9350000.0,3015000.0],[9350000.0,3010000.0]]]}"
"00010000000000001803_1871,602",20.113434569298157,Deoria,GRID_000005,25.796341893680165,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9355000.0,3010000.0],[9360000.0,3010000.0],[9360000.0,3015000.0],[9355000.0,3015000.0],[9355000.0,3010000.0]]]}"
"00010000000000001803_1867,603",20.099551830430713,Deoria,GRID_000006,25.815775223175056,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9335000.0,3015000.0],[9340000.0,3015000.0],[9340000.0,3020000.0],[9335000.0,3020000.0],[9335000.0,3015000.0]]]}"
"00010000000000001803_1868,603",20.09955183043109,Deoria,GRID_000007,25.815495371442353,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9340000.0,3015000.0],[9345000.0,3015000.0],[9345000.0,3020000.0],[9340000.0,3020000.0],[9340000.0,3015000.0]]]}"
"00010000000000001803_1869,603",20.0995518304359,Deoria,GRID_000008,25.815495371442353,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9345000.0,3015000.0],[9350000.0,3015000.0],[9350000.0,3020000.0],[9345000.0,3020000.0],[9345000.0,3015000.0]]]}"
"00010000000000001803_1870,603",20.09955183043563,Deoria,GRID_000009,25.796341893680165,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9350000.0,3015000.0],[9355000.0,3015000.0],[9355000.0,3020000.0],[9350000.0,3020000.0],[9350000.0,3015000.0]]]}"
"00010000000000001803_1871,603",20.09955183042473,Deoria,GRID_000010,25.796341893680165,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9355000.0,3015000.0],[9360000.0,3015000.0],[9360000.0,3020000.0],[9355000.0,3020000.0],[9355000.0,3015000.0]]]}"
"00010000000000001803_1865,604",20.085658781385746,Deoria,GRID_000011,25.813268305820156,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9325000.0,3020000.0],[9330000.0,3020000.0],[9330000.0,3025000.0],[9325000.0,3025000.0],[9325000.0,3020000.0]]]}"
"00010000000000001803_1866,604",20.08565878138552,Deoria,GRID_000012,25.807581406853,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9330000.0,3020000.0],[9335000.0,3020000.0],[9335000.0,3025000.0],[9330000.0,3025000.0],[9330000.0,3020000.0]]]}"
"00010000000000001803_1867,604",20.085658781384637,Deoria,GRID_000013,25.80543485351486,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9335000.0,3020000.0],[9340000.0,3020000.0],[9340000.0,3025000.0],[9335000.0,3025000.0],[9335000.0,3020000.0]]]}"
"00010000000000001803_1868,604",20.085658781384755,Deoria,GRID_000014,25.7955453488825,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9340000.0,3020000.0],[9345000.0,3020000.0],[9345000.0,3025000.0],[9340000.0,3025000.0],[9340000.0,3020000.0]]]}"
"00010000000000001803_1869,604",20.085658781390997,Deoria,GRID_000015,25.7955453488825,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9345000.0,3020000.0],[9350000.0,3020000.0],[9350000.0,3025000.0],[9345000.0,3025000.0],[9345000.0,3020000.0]]]}"
"00010000000000001803_1870,604",20.0856587813917,Deoria,GRID_000016,25.765668939747673,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9350000.0,3020000.0],[9355000.0,3020000.0],[9355000.0,3025000.0],[9350000.0,3025000.0],[9350000.0,3020000.0]]]}"
"00010000000000001803_1861,605",20.071755470513235,Deoria,GRID_000017,25.786310904229936,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9305000.0,3025000.0],[9310000.0,3025000.0],[9310000.0,3030000.0],[9305000.0,3030000.0],[9305000.0,3025000.0]]]}"
"00010000000000001803_1862,605",20.071755470507906,Deoria,GRID_000018,25.7891180554206,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9310000.0,3025000.0],[9315000.0,3025000.0],[9315000.0,3030000.0],[9310000.0,3030000.0],[9310000.0,3025000.0]]]}"
"00010000000000001803_1863,605",20.07175547050737,Deoria,GRID_000019,25.80043460193406,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9315000.0,3025000.0],[9320000.0,3025000.0],[9320000.0,3030000.0],[9315000.0,3030000.0],[9315000.0,3025000.0]]]}"
"00010000000000001803_1864,605",20.07175547050737,Deoria,GRID_000020,25.80770952469271,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9320000.0,3025000.0],[9325000.0,3025000.0],[9325000.0,3030000.0],[9320000.0,3030000.0],[9320000.0,3025000.0]]]}"
"00010000000000001803_1865,605",20.07175547050694,Deoria,GRID_000021,25.805264641374233,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9325000.0,3025000.0],[9330000.0,3025000.0],[9330000.0,3030000.0],[9325000.0,3030000.0],[9325000.0,3025000.0]]]}"
"00010000000000001803_1866,605",20.071755470507338,Deoria,GRID_000022,25.80146148954549,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9330000.0,3025000.0],[9335000.0,3025000.0],[9335000.0,3030000.0],[9330000.0,3030000.0],[9330000.0,3025000.0]]]}"
"00010000000000001803_1867,605",20.07175547050791,Deoria,GRID_000023,25.79741267614623,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9335000.0,3025000.0],[9340000.0,3025000.0],[9340000.0,3030000.0],[9335000.0,3030000.0],[9335000.0,3025000.0]]]}"
"00010000000000001803_1868,605",20.071755470506748,Deoria,GRID_000024,25.78076755439372,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9340000.0,3025000.0],[9345000.0,3025000.0],[9345000.0,3030000.0],[9340000.0,3030000.0],[9340000.0,3025000.0]]]}"
"00010000000000001803_1869,605",20.071755470512073,Deoria,GRID_000025,25.78076755439372,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9345000.0,3025000.0],[9350000.0,3025000.0],[9350000.0,3030000.0],[9345000.0,3030000.0],[9345000.0,3025000.0]]]}"
"00010000000000001803_1870,605",20.071755470511906,Deoria,GRID_000026,25.742948233131017,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9350000.0,3025000.0],[9355000.0,3025000.0],[9355000.0,3030000.0],[9350000.0,3030000.0],[9350000.0,3025000.0]]]}"
"00010000000000001803_1871,605",20.07175547050103,Deoria,GRID_000027,25.742948233131017,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9355000.0,3025000.0],[9360000.0,3025000.0],[9360000.0,3030000.0],[9355000.0,3030000.0],[9355000.0,3025000.0]]]}"
"00010000000000001803_1872,605",20.07175547051305,Deoria,GRID_000028,25.72147830427903,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9360000.0,3025000.0],[9365000.0,3025000.0],[9365000.0,3030000.0],[9360000.0,3030000.0],[9360000.0,3025000.0]]]}"
"00010000000000001803_1873,605",20.07175547050175,Deoria,GRID_000029,25.716255889152876,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9365000.0,3025000.0],[9370000.0,3025000.0],[9370000.0,3030000.0],[9365000.0,3030000.0],[9365000.0,3025000.0]]]}"
"00010000000000001803_1861,606",20.057841946173227,Deoria,GRID_000030,25.78284876876099,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9305000.0,3030000.0],[9310000.0,3030000.0],[9310000.0,3035000.0],[9305000.0,3035000.0],[9305000.0,3030000.0]]]}"
"00010000000000001803_1862,606",20.057841946167667,Deoria,GRID_000031,25.78587658349316,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9310000.0,3030000.0],[9315000.0,3030000.0],[9315000.0,3035000.0],[9310000.0,3035000.0],[9310000.0,3030000.0]]]}"
